1 1552
1 3034
3 72378
4 1517
4 4166
6 87
6 314
6 548
7 1210
7 30816
9 5378
10 66203
11 1408
14 231
15 4995
16 1196
17 1196
18 337
18 1721
18 5995
18 53996
18 98809
19 141
19 606
19 1267
19 1806
19 2227
19 2746
19 3400
20 783
1 163
1 1793
1 3386
4 171
4 1860
4 4741
6 112
6 337
6 594
7 1784
7 34319
9 5893
10 72737
11 1687
14 367
15 8360
16 1222
17 1234
18 442
18 2000
18 6548
18 57669
18 106072
19 216
19 674
19 1333
19 1885
19 2266
19 2808
19 3471
20 1018
1 362
1 2028
1 3639
4 319
4 1967
5 50
6 158
6 352
6 640
7 2683
7 48997
10 588
10 82167
11 2027
14 509
15 60069
16 1617
17 1466
18 588
18 2268
18 7153
18 62434
18 112183
19 291
19 745
19 1372
19 1918
19 2338
19 2898
19 3501
20 1088
1 590
1 2099
2 318
4 475
4 2204
5 290
6 179
6 364
6 711
7 3793
8 39
10 2762
10 95167
12 838
14 597
15 84152
16 2723
17 2762
18 778
18 2422
18 8117
18 68159
18 118900
19 338
19 830
19 1396
19 1972
19 2394
19 2987
19 3578
20 1722
1 804
1 2253
2 71535
4 648
4 2583
5 410
6 205
6 382
6 801
7 4643
8 235
10 5377
10 105211
12 2572
15 318
15 103249
16 3949
17 4226
18 1020
18 2953
18 8957
18 71899
18 134130
19 366
19 903
19 1485
19 2012
19 2446
19 3039
19 3685
20 2054
1 1030
1 2406
2 106782
4 912
4 2858
5 592
6 224
6 435
6 867
7 5378
8 357
10 7151
10 119145
12 63992
15 1196
15 120466
16 6350
17 7153
18 1198
18 3681
18 30793
18 74789
18 155168
19 410
19 933
19 1556
19 2041
19 2485
19 3082
19 3712
20 2096
1 1097
1 2542
3 720
4 1077
4 3083
6 7
6 250
6 468
6 1004
7 6365
8 527
10 8665
11 150
13 2174
15 1909
15 158872
16 79132
17 68358
18 1219
18 4239
18 36529
18 79695
18 166015
19 445
19 1047
19 1593
19 2081
19 2555
19 3190
19 3784
20 2355
1 1219
1 2654
3 2018
4 1196
4 3481
6 24
6 266
6 493
7 58
7 8368
9 371
10 33794
11 377
13 3798
15 2762
16 318
17 296
18 32
18 1260
18 4973
18 44555
18 86628
19 3
19 490
19 1097
19 1658
19 2115
19 2640
19 3255
19 3839
20 2761
1 1278
1 2916
3 4518
4 1265
4 3996
6 46
6 288
6 520
7 592
7 8907
9 2012
10 56367
11 593
14 7
15 3617
16 858
17 780
18 165
18 1466
18 5464
18 48780
18 91542
19 48
19 542
19 1210
19 1718
19 2148
19 2700
19 3324
20 362
20 3300
1 1517
1 3033
3 70946
4 1500
4 4144
6 86
6 313
6 546
7 1208
7 30812
9 5218
10 64969
11 1391
14 193
15 4993
16 1193
17 1193
18 329
18 1704
18 5989
18 53972
18 98585
19 135
19 597
19 1265
19 1805
19 2206
19 2733
19 3398
20 720
20 3396
20 3536
20 3753
20 3977
20 4022
20 4232
20 4369
20 4700
20 4865
20 5015
20 5364
20 5507
20 6143
21 1
21 260
21 500
21 733
21 1200
21 1391
21 2000
21 2167
21 2529
21 2717
21 2959
21 3253
21 3697
21 4306
21 4896
21 5418
21 6155
21 7143
21 8529
21 26340
21 33615
21 40815
21 47997
21 53125
21 58998
21 63082
21 69526
21 73321
21 79134
21 81845
21 88744
21 94777
21 97913
21 103141
21 103883
21 106489
21 107449
21 110102
21 112006
21 116797
21 119155
21 130450
21 136016
21 143385
21 168248
22 1042
22 2959
22 3996
22 4903
22 5669
22 7147
22 8970
22 37741
22 50872
22 56367
22 64575
22 72998
23 296
23 858
23 1089
23 1213
23 1245
23 1617
23 2467
23 3030
23 4027
23 6387
23 7064
23 8370
24 318
24 1198
24 1653
24 2421
24 4262
24 5673
24 31696
24 51662
24 64957
24 91542
24 134393
25 4993
25 91529
26 34
26 300
27 1
27 316
27 661
27 913
27 1083
27 1207
27 1356
27 1876
27 2059
27 2174
27 2565
27 3033
27 3451
27 3751
28 32
28 211
28 337
28 474
28 553
28 678
28 899
28 1101
28 1201
28 1230
28 1275
28 1517
28 1641
28 1785
28 2058
28 2329
28 2571
28 2763
28 2968
28 3147
28 3250
28 3360
28 3556
28 3949
28 4027
28 4344
28 4874
28 5292
28 5617
28 5956
28 6534
28 6817
28 6993
28 7438
28 8132
28 8665
28 8970
28 27408
28 31116
28 33794
28 37386
28 40583
28 43928
28 46723
28 48780
28 50068
28 52281
28 54503
28 55276
28 56587
28 58803
28 60647
28 61167
28 62376
28 64030
28 65682
28 70336
29 316
29 1100
29 1242
29 1792
29 3363
29 5995
29 51540
29 87306
30 1036
30 7153
30 95510
31 1
31 344
31 784
31 1197
31 1282
32 1
32 39
32 141
32 272
32 357
32 539
32 694
32 799
32 1079
32 1224
32 1458
33 34
33 161
33 296
33 356
33 497
33 593
33 919
33 1210
33 1399
33 1614
33 1673
33 1805
33 2108
33 2336
33 2542
34 110
34 1391
34 2424
34 3052
34 4226
34 4874
34 6378
34 7090
34 31184
35 150
35 300
36 544
36 1094
36 1485
36 2302
36 3347
36 4995
37 231
37 457
38 21
38 161
38 237
38 317
38 364
38 440
38 509
38 592
39 296
39 610
39 1036
39 1210
39 1282
39 1610
39 2018
39 2391
39 2912
39 3362
40 26
40 107
40 159
40 208
40 252
40 300
40 329
40 367
40 435
40 585
41 50
41 593
41 1097
41 1259
41 1732
41 2329
41 3285
41 4014
41 4816
41 5449
41 6539
41 7361
41 30812
41 46723
41 53519
41 57669
41 65230
41 79132
41 89759
41 103980
41 112556
41 135887
42 16
42 122
42 173
42 236
42 316
42 364
42 414
42 457
42 524
42 592
42 780
42 996
42 1089
42 1196
42 1266
42 1378
42 1474
42 1573
42 1644
42 1689
42 1835
42 1976
42 2105
42 2268
42 2353
42 2420
42 2500
42 2598
42 2706
42 2770
42 2875
42 2990
42 3120
42 3248
42 3264
42 3438
42 3552
42 3755
42 3948
42 4022
42 4132
42 4333
42 4482
42 4621
43 8
43 79
43 168
43 238
43 292
43 344
43 377
43 442
43 539
43 594
43 711
44 1
44 104
44 667
44 833
44 1393
45 6
45 69
45 173
45 261
45 357
45 441
45 551
45 595
45 784
45 934
45 1042
45 1197
45 1259
45 1370
45 1396
45 1566
45 1641
45 1753
45 1923
45 2042
45 2094
45 2231
45 2470
45 2598
45 2700
45 2763
45 2918
45 3082
45 3248
45 3274
45 3421
45 3555
45 3911
45 4306
45 4901
45 5218
45 5481
45 5989
45 8528
45 53121
46 39
46 208
46 315
46 434
47 47
47 539
47 1259
47 2291
47 3255
47 4878
47 6155
47 30749
47 49278
47 68932
47 82767
47 97938
47 112552
47 145839
48 168
48 1584
48 2791
48 8371
49 2571
49 122920
50 541
50 903
50 1101
50 1225
50 1278
50 1566
50 2160
50 2959
50 3868
50 4928
50 6239
50 6975
50 8157
50 26258
50 32659
50 44719
50 50872
50 62644
50 72998
50 87222
50 93326
50 97938
50 104913
50 111921
50 122898
50 135456
50 139644
50 149406
50 168492
50 174737
50 179073
51 93
51 316
51 433
51 527
51 708
51 934
51 1090
51 1243
51 1302
51 1500
51 1688
51 1873
51 2023
51 2140
51 2249
51 2363
51 2407
51 2580
51 2661
51 2791
51 2942
51 3186
51 3421
51 3681
51 3918
51 4041
51 4291
51 4508
51 4992
51 5505
51 6659
51 7004
51 7983
51 35836
51 52973
51 60074
52 1196
52 3996
52 7445
52 34437
52 46976
52 49530
52 52973
52 55765
52 60069
52 69122
52 81847
52 112138
52 134853
53 922
53 3100
54 161
54 410
54 590
55 1947
55 2763
56 10
56 165
56 296
56 364
56 493
57 21
57 104
57 162
57 265
57 357
57 431
57 494
57 541
57 594
57 674
57 762
57 858
57 911
57 942
57 1032
57 1100
57 1196
57 1220
57 1249
57 1270
57 1287
57 1373
57 1407
57 1513
57 1584
57 1641
57 1688
57 1784
57 1953
57 2021
57 2094
57 2174
57 2297
57 2355
57 2470
57 2605
57 2690
57 2770
57 2921
57 2987
57 3045
57 3114
57 3260
57 3435
57 3527
57 3638
57 3740
57 3937
58 36
58 153
58 216
58 253
58 293
58 342
58 367
58 455
58 520
58 588
58 708
59 350
59 648
59 922
59 1183
59 1233
59 1480
59 1722
59 2076
59 2726
59 3448
59 6460
60 832
60 3424
61 318
61 1214
61 4226
61 27831
62 344
62 1193
62 1580
62 2012
62 2953
62 3949
62 4367
62 5388
62 5995
62 6874
62 8360
62 8984
62 33493
62 41566
62 47099
62 49649
62 53464
62 58047
62 60684
62 68237
62 72011
62 79357
62 86332
62 89492
62 96079
62 101864
62 104879
62 108729
62 112556
62 115569
62 122886
62 122922
62 136020
62 159093
62 170827
62 179819
63 32
63 231
63 377
63 608
63 969
63 1196
63 1220
63 1288
63 1923
63 2571
63 3000
63 3578
63 3897
63 4226
63 4878
63 5349
63 5903
63 6541
63 7438
63 27904
63 45722
63 53125
63 64285
63 77800
63 88140
63 95858
63 108932
64 3
64 45
64 151
64 231
64 317
64 365
64 520
64 590
64 736
64 908
64 1061
64 1101
64 1207
64 1228
64 1287
64 1387
64 1517
64 1645
64 1777
64 1953
64 2023
64 2115
64 2273
64 2369
64 2539
64 2683
64 2746
64 2908
64 3052
64 3160
64 3354
64 3499
64 3752
64 3969
64 4034
64 4262
64 4448
64 4865
64 5010
64 5299
64 5630
64 5903
64 6242
64 6385
64 6944
64 7235
64 7701
64 8528
64 8873
64 27020
64 32587
64 40819
65 1682
65 33660
65 79132
66 1
66 111
66 273
66 442
66 551
66 637
66 919
66 1073
66 1186
66 1214
66 1247
66 1284
66 1382
66 1610
66 1845
66 2000
66 2194
66 2355
66 2617
66 2795
66 2987
66 3098
66 3262
66 3686
66 4079
66 4465
66 4720
66 5418
66 5673
66 6287
66 6754
66 7004
66 7143
66 7493
66 8784
